690	659.6488
690.01691	659.76288
690.03381	660.1532
690.05066	660.46686
690.06757	661.11267
690.08447	657.47498
690.10138	654.71075
690.11823	652.90356
690.13513	651.66229
690.15204	650.63147
690.16895	650.16431
690.18579	649.65027
690.2027	654.2254
690.2196	661.31219
690.23651	663.86072
690.25336	665.42767
690.27026	664.48291
690.28717	658.16846
690.30408	652.86639
690.32092	648.87207
690.33783	645.9306
690.35474	643.71442
690.37164	642.31622
690.38849	641.22833
690.4054	645.69995
690.4223	648.29089
690.43921	649.37299
690.45605	649.98328
690.47296	650.53802
690.48987	650.98761
690.50677	651.63159
690.52362	652.71558
690.54053	653.89941
690.55743	655.10266
690.57434	655.034
690.59119	654.48303
690.60809	653.91498
690.625	653.48126
690.64191	653.67297
690.65881	654.52667
690.67566	655.69891
690.69257	656.90704
690.70947	658.11267
690.72638	658.80518
690.74323	659.00903
690.76013	658.92328
690.77704	658.50873
690.79395	658.29956
690.81079	658.17358
690.8277	658.45355
690.8446	658.60364
690.86151	658.60217
690.87836	658.2536
690.89526	657.65637
690.91217	656.89459
690.92908	656.08972
690.94592	655.3761
690.96283	654.88898
690.97974	654.61371
690.99664	654.52399
691.01349	654.97144
691.0304	655.81525
691.0473	656.74323
691.06421	657.62018
691.08105	658.20105
691.09796	658.45013
691.11487	658.58527
691.13177	658.64929
691.14862	658.43134
691.16553	657.59827
691.18243	654.62988
691.19934	651.48743
691.21619	649.58069
691.23309	648.97632
691.25	649.76422
691.26691	651.90137
691.28381	656.17334
691.30066	661.64587
691.31757	666.2511
691.33447	670.03827
691.35138	673.37579
691.36823	676.07245
691.38513	677.8349
691.40204	675.32776
691.41895	672.9043
691.43579	673.00348
691.4527	673.29047
691.4696	673.49329
691.48651	673.19818
691.50336	672.45721
691.52026	671.31348
691.53717	669.70703
691.55408	667.7713
691.57092	665.70776
691.58783	663.65387
691.60474	661.93585
691.62164	660.80157
691.63849	660.31812
691.6554	660.50983
691.6723	661.10944
691.68921	661.11066
691.70605	660.70227
691.72296	661.24023
691.73987	663.71423
691.75677	667.35376
691.77362	669.92419
691.79053	671.22302
691.80743	671.49933
691.82434	671.01532
691.84119	670.49774
691.85809	670.22827
691.875	670.30432
691.89191	670.92432
691.90881	672.10388
691.92566	673.44159
691.94257	674.68152
691.95947	675.76758
691.97638	676.37152
691.99323	676.36298
692.01013	676.04126
692.02704	675.24268
692.04395	674.00568
692.06079	672.26935
692.0777	670.36603
692.0946	668.79901
692.11151	667.91486
692.12836	667.88165
692.14526	668.0871
692.16217	668.77948
692.17908	669.89447
692.19592	671.42572
692.21283	673.33508
692.22974	675.57861
692.24664	677.57166
692.26349	678.44403
692.2804	678.1073
692.2973	676.69812
692.31421	675.4209
692.33105	674.56006
692.34796	674.25574
692.36487	674.55994
692.38177	675.62183
692.39862	677.4776
692.41553	680.30981
692.43243	684.22266
692.44934	688.28894
692.46619	691.54413
692.48309	693.79187
692.5	695.04327
692.51691	695.5755
692.53381	695.44714
692.55066	696.5943
692.56757	697.86298
692.58447	699.25806
692.60138	700.68451
692.61823	702.29669
692.63513	704.28552
692.65204	706.56061
