690	858.48029
690.01691	860.2699
690.03381	861.99097
690.05066	863.34955
690.06757	864.55573
690.08447	865.56799
690.10138	866.21539
690.11823	866.49329
690.13513	866.06744
690.15204	864.69958
690.16895	861.97156
690.18579	858.6366
690.2027	855.01013
690.2196	851.52917
690.23651	848.35956
690.25336	845.61359
690.27026	843.26367
690.28717	841.42444
690.30408	840.3526
690.32092	839.88593
690.33783	840.01904
690.35474	840.62115
690.37164	841.56293
690.38849	842.3598
690.4054	843.75598
690.4223	846.02112
690.43921	852.22772
690.45605	854.70129
690.47296	856.05499
690.48987	856.25568
690.50677	854.65845
690.52362	852.12054
690.54053	849.495
690.55743	847.72675
690.57434	846.21588
690.59119	844.875
690.60809	848.04578
690.625	849.41846
690.64191	850.2005
690.65881	850.93817
690.67566	851.1712
690.69257	851.23267
690.70947	851.55035
690.72638	852.50665
690.74323	854.25824
690.76013	856.33533
690.77704	859.33325
690.79395	862.63422
690.81079	865.74438
690.8277	867.80316
690.8446	869.31097
690.86151	870.41022
690.87836	871.38104
690.89526	871.46753
690.91217	870.83441
690.92908	869.83691
690.94592	868.56439
690.96283	867.12616
690.97974	866.10278
690.99664	864.81482
691.01349	863.2301
691.0304	861.41779
691.0473	859.3136
691.06421	856.76483
691.08105	854.09564
691.09796	851.70239
691.11487	849.83862
691.13177	849.25977
691.14862	849.89142
691.16553	851.54712
691.18243	853.84283
691.19934	856.6958
691.21619	855.58472
691.23309	853.66412
691.25	853.24597
691.26691	852.99817
691.28381	852.84778
691.30066	852.81085
691.31757	853.00592
691.33447	853.45911
691.35138	854.06689
691.36823	855.48297
691.38513	857.67432
691.40204	860.36774
691.41895	863.20111
691.43579	865.12183
691.4527	866.18048
691.4696	866.79205
691.48651	866.99689
691.50336	866.88098
691.52026	866.66699
691.53717	866.36957
691.55408	865.98035
691.57092	865.68506
691.58783	865.51685
691.60474	865.53278
691.62164	865.76697
691.63849	866.28101
691.6554	867.09064
691.6723	868.06958
691.68921	869.17444
691.70605	870.38391
691.72296	871.57629
691.73987	872.48846
691.75677	873.10083
691.77362	873.6311
691.79053	874.1405
691.80743	874.71497
691.82434	875.39624
691.84119	876.21283
691.85809	877.30408
691.875	878.66681
691.89191	880.18494
691.90881	881.85394
691.92566	883.7818
691.94257	885.98962
691.95947	888.3042
691.97638	890.8114
691.99323	893.54156
692.01013	896.20038
692.02704	898.55438
692.04395	899.91925
692.06079	899.86047
692.0777	899.146
692.0946	898.4549
692.11151	898.1225
692.12836	898.466
692.14526	899.46619
692.16217	901.20514
692.17908	903.74847
692.19592	907.09039
692.21283	911.04834
692.22974	915.41943
692.24664	920.11261
692.26349	924.98602
692.2804	929.73718
692.2973	933.70331
692.31421	936.47998
692.33105	938.77423
692.34796	940.53857
692.36487	941.78064
692.38177	942.71814
692.39862	943.55341
692.41553	944.29034
692.43243	944.88397
692.44934	945.44464
692.46619	946.23242
692.48309	947.94202
692.5	951.10461
692.51691	955.23761
692.53381	959.74329
692.55066	964.23755
692.56757	968.58075
692.58447	972.8938
692.60138	977.38318
692.61823	982.11591
692.63513	987.18842
692.65204	993.12854
692.66895	999.68799
692.68579	1006.4057
692.7027	1012.6974
692.7196	1018.1052
692.73651	1023.2524
692.75336	1028.6506
692.77026	1034.8384
692.78717	1041.7963
692.80408	1048.8567
692.82092	1055.3701
692.83783	1061.8727
692.85474	1068.3447
692.87164	1075.2834
692.88849	1082.7325
692.9054	1090.8303
692.9223	1099.2671
692.93921	1108.069
692.95605	1117.2086
692.97296	1126.6772
692.98987	1136.4302
693.00677	1146.8157
693.02362	1157.9207
693.04053	1169.8754
693.05743	1182.9515
693.07434	1197.6389
693.09119	1213.6277
693.10809	1230.7327
693.125	1248.7639
693.14191	1267.1818
693.15881	1285.7838
693.17566	1305.4908
693.19257	1326.1725
693.20947	1348.0265
693.22638	1370.0912
693.24323	1388.6039
693.26013	1405.0023
693.27704	1420.1448
693.29395	1437.194
693.31079	1462.1647
693.3277	1490.3093
693.3446	1523.7299
693.36151	1569.0826
693.37836	1632.1113
693.39526	1671.3442
693.41217	1696.6896
693.42908	1709.3352
693.44592	1711.3723
693.46283	1726.7172
693.47974	1742.0487
693.49664	1766.5714
693.51349	1787.1793
693.5304	1806.7222
693.5473	1827.4458
693.56421	1846.8945
693.58105	1868.1947
693.59796	1889.3798
693.61487	1911.4484
693.63177	1939.5052
693.64862	1967.9664
693.66553	1994.6437
693.68243	2019.481
693.69934	2042.1892
693.71619	2061.6707
693.73309	2078.3093
693.75	2093.2876
693.76691	2106.5435
693.78381	2117.5708
693.80066	2127.7993
693.81757	2138.7527
693.83447	2150.9084
693.85138	2160.7446
693.86823	2164.3354
693.88513	2165.1577
693.90204	2164.0547
693.91895	2159.7783
693.93579	2155.0449
693.9527	2150.3542
693.9696	2145.1296
693.98651	2139.2324
694.00336	2133.4272
694.02026	2127.7798
694.03717	2122.2405
694.05408	2117.6685
694.07092	2114.9204
694.08783	2116.0293
694.10474	2127.9902
694.12164	2133.9102
694.13849	2142.0034
694.1554	2154.5571
694.1723	2162.7969
694.18921	2170.3875
694.20605	2177.2939
694.22296	2183.6455
694.23987	2189.4922
694.25677	2193.552
694.27362	2197.4224
694.29053	2203.6453
694.30743	2210.4866
694.32434	2218.1833
694.34119	2220.1672
694.35809	2227.1335
694.375	2245.7021
694.39191	2269.1924
694.40881	2299.5496
694.42566	2334.7639
694.44257	2383.3726
694.45947	2419.3491
694.47638	2455.5811
694.49323	2490.7021
694.51013	2525.521
694.52704	2557.2634
694.54395	2581.4023
694.56079	2586.4961
694.5777	2612.8711
694.5946	2630.0605
694.61151	2651.3357
694.62836	2661.6223
694.64526	2675.5439
694.66217	2682.0149
694.67908	2684.8911
694.69592	2685.4553
694.71283	2681.8408
694.72974	2721.113
694.74664	2763.9885
694.76349	2833.0891
694.7804	2874.9712
694.7973	2937.2788
694.81421	2994.3604
694.83105	3092.502
